App_Id,App_Name,AppStore_Url,Primary_Genre,Content_Rating,Size_Bytes,Required_IOS_Version,Released,Updated,Version,Price,Currency,Free,DeveloperId,Developer,Developer_Url,Developer_Website,Average_User_Rating,Reviews,Current_Version_Score,Current_Version_Reviews
nl.yoerivanhoek.Enjoi,Enjoj,https://apps.apple.com/us/app/enjoj/id971351775?uo=4,Entertainment,4+,249511936,10.3,2015-03-12T01:39:19Z,2020-10-23T09:51:48Z,5.1.14,0.0,USD,True,971351774,KwS Touch,https://apps.apple.com/us/developer/kws-touch/id971351774?uo=4,https://www.enjoj.nl/website/animatie-app,0.0,0,0.0,0
com.nikon.connect2s810c,Connect to S810c,https://apps.apple.com/us/app/connect-to-s810c/id858410242?uo=4,Photo & Video,4+,2416640,5.1.1,2014-04-24T15:11:01Z,2014-04-24T15:11:01Z,1.0.0,0.0,USD,True,299293370,Nikon Corporation,https://apps.apple.com/us/developer/nikon-corporation/id299293370?uo=4,,2.0,4,2.0,4
com.healthcare-xnull.patientassist,PatientAssist,https://apps.apple.com/us/app/patientassist/id1529270258?uo=4,Health & Fitness,17+,103414784,9.0,2020-10-14T07:00:00Z,2020-10-14T14:27:19Z,4.1.6,0.0,USD,True,1471531975,Healthcare X.0 GmbH,https://apps.apple.com/us/developer/healthcare-x-0-gmbh/id1471531975?uo=4,http://www.patientassist.de,0.0,0,0.0,0
com.icomon.onfit,OnFit,https://apps.apple.com/us/app/onfit/id1453150726?uo=4,Health & Fitness,4+,57500672,12.0,2019-03-30T00:01:43Z,2021-09-11T11:16:12Z,1.3.9,0.0,USD,True,1383669544,Wenyu Huang,https://apps.apple.com/us/developer/wenyu-huang/id1383669544?uo=4,,4.0,2,4.0,2
events.socio.app2081,Urgency of Civility,https://apps.apple.com/us/app/urgency-of-civility/id1566249263?uo=4,Business,17+,94998528,11.0,2021-05-13T07:00:00Z,2021-05-13T22:00:38Z,19.1.2,0.0,USD,True,1566249265,Worldwide Civility Council Inc.,https://apps.apple.com/us/developer/worldwide-civility-council-inc/id1566249265?uo=4,,5.0,1,5.0,1
org.csagroup.CSAT2017,CSAT Practice Exam,https://apps.apple.com/us/app/csat-practice-exam/id1256521293?uo=4,Education,4+,62029824,9.0,2017-07-17T18:00:49Z,2018-11-19T15:27:42Z,1.2.1,64.99,USD,False,474602137,Canadian Standards Association,https://apps.apple.com/us/developer/canadian-standards-association/id474602137?uo=4,,2.33333,3,2.33333,3
com.vwgstudio.mw,MW : FPS Shooter,https://apps.apple.com/us/app/mw-fps-shooter/id1478999183?uo=4,Games,17+,324363264,9.0,2019-09-06T07:00:00Z,2020-01-10T14:50:54Z,1.0.3,0.0,USD,True,1371928734,Bedar Bakht,https://apps.apple.com/us/developer/bedar-bakht/id1371928734?uo=4,,0.0,0,0.0,0
biz.filips.Math-3,"My First Math + and -, = ? ≠",https://apps.apple.com/us/app/my-first-math-and/id1498327043?uo=4,Education,4+,2473984,13.0,2020-02-13T08:00:00Z,2020-02-13T19:09:28Z,1.2.0,0.99,USD,False,1438090680,Filip Stastny,https://apps.apple.com/us/developer/filip-stastny/id1438090680?uo=4,https://filips.biz,0.0,0,0.0,0
com.tom.ict,CT Checkout,https://apps.apple.com/us/app/ct-checkout/id1131986950?uo=4,Finance,4+,29915136,10.2,2017-05-18T05:40:50Z,2018-07-04T14:13:55Z,1.3,0.0,USD,True,1131986949,Forward Progressive Transactions Inc.,https://apps.apple.com/us/developer/forward-progressive-transactions-inc/id1131986949?uo=4,https://ctcheckout.com,5.0,3,5.0,3
com.manualipc.mathlandmac,MathLand,https://apps.apple.com/us/app/mathland/id1068002335?mt=12&uo=4,Games,4+,29973102,10.10,2016-01-22T23:30:52Z,2016-01-22T23:30:52Z,1.0,3.99,USD,False,333924385,ManualiPc,https://apps.apple.com/us/developer/manualipc/id333924385?mt=12&uo=4,http://www.mathland.it,0.0,0,0.0,0
br.com.viewit.clubedoricardo,Clube do Ricardo,https://apps.apple.com/us/app/clube-do-ricardo/id969592111?uo=4,Shopping,4+,1692672,6.0,2015-03-12T00:01:32Z,2016-08-08T23:21:04Z,1.1,0.0,USD,True,1154071244,Softbox Sistemas de Informação,https://apps.apple.com/us/developer/softbox-sistemas-de-informa%C3%A7%C3%A3o/id1154071244?uo=4,,1.0,1,1.0,1
ch.mymobile.mobileDrinks,Mobile Drinks & Nightshop,https://apps.apple.com/us/app/mobile-drinks-nightshop/id1541997179?uo=4,Food & Drink,12+,19416064,11.0,2020-11-25T08:00:00Z,2021-01-16T10:49:13Z,1.1,0.0,USD,True,1538308827,Firat Bulut,https://apps.apple.com/us/developer/firat-bulut/id1538308827?uo=4,,0.0,0,0.0,0
com.flatio,Flatio - My rentals,https://apps.apple.com/us/app/flatio-my-rentals/id1353369316?uo=4,Business,4+,6670336,8.0,2018-04-23T00:45:20Z,2019-11-14T12:28:15Z,1.0.3,0.0,USD,True,1353369315,"Flatio, s.r.o.",https://apps.apple.com/us/developer/flatio-s-r-o/id1353369315?uo=4,,0.0,0,0.0,0
com.traderevolution.terra,Terra Evolution,https://apps.apple.com/us/app/terra-evolution/id1541315273?uo=4,Finance,4+,81154048,9.0,2020-11-23T08:00:00Z,2021-07-19T14:42:50Z,3.96.3,0.0,USD,True,1137222986,Terra Investimentos,https://apps.apple.com/us/developer/terra-investimentos/id1137222986?uo=4,,0.0,0,0.0,0
com.zombiewar.deadcity,War In The Dead City,https://apps.apple.com/us/app/war-in-the-dead-city/id1378808653?uo=4,Games,17+,199163904,7.0,2018-05-11T08:46:35Z,2018-05-11T08:46:35Z,1.0,0.0,USD,True,1453665307,VU HUU DA,https://apps.apple.com/us/developer/vu-huu-da/id1453665307?uo=4,,0.0,0,0.0,0
io.fitbase.steelatom,CF STEEL ATOM,https://apps.apple.com/us/app/cf-steel-atom/id1584063036?uo=4,Health & Fitness,4+,28932096,11.0,2021-09-07T07:00:00Z,2021-09-26T17:37:33Z,2000.10.0,0.0,USD,True,1530906929,Fitbase,https://apps.apple.com/us/developer/fitbase/id1530906929?uo=4,https://fitbase.io,0.0,0,0.0,0
com.thwlapps.Vivi,Vivi - Tap Video Capture,https://apps.apple.com/us/app/vivi-tap-video-capture/id849495407?uo=4,Photo & Video,4+,6184960,7.0,2014-04-10T17:06:09Z,2014-05-29T22:16:58Z,2.0,0.0,USD,True,742250891,Terence Ho,https://apps.apple.com/us/developer/terence-ho/id742250891?uo=4,,3.66667,3,3.66667,3
at.Jass.Butz,Jass Butz,https://apps.apple.com/us/app/jass-butz/id1468908841?uo=4,Utilities,4+,91732992,10.0,2019-06-20T04:33:35Z,2020-04-01T18:21:17Z,2.3.0,0.0,USD,True,1468908840,Zewas OG,https://apps.apple.com/us/developer/zewas-og/id1468908840?uo=4,,0.0,0,0.0,0
com.atomsinmotion.student,"Atoms In Motion, Student Ed.",https://apps.apple.com/us/app/atoms-in-motion-student-ed/id549739997?uo=4,Education,4+,11380736,9.0,2012-09-10T23:05:34Z,2017-10-09T23:55:59Z,3.0,0.0,USD,True,488524268,Atoms In Motion,https://apps.apple.com/us/developer/atoms-in-motion/id488524268?uo=4,,4.23076,13,4.23076,13
com.anker.capsule,Nebula Connect(CapsuleControl),https://apps.apple.com/us/app/nebula-connect-capsulecontrol/id1319092174?uo=4,Utilities,4+,44290048,9.0,2017-12-04T02:08:03Z,2021-02-22T15:08:00Z,3.2.7,0.0,USD,True,1096079944,Power Mobile Life LLC,https://apps.apple.com/us/developer/power-mobile-life-llc/id1096079944?uo=4,https://seenebula.com/,4.37303,697,4.37303,697
4pic1word,Guess word from 4 pics,https://apps.apple.com/us/app/guess-word-from-4-pics/id685329310?uo=4,Games,4+,14888960,4.3,2013-10-17T09:28:49Z,2013-12-19T22:29:25Z,2.0,0.0,USD,True,659880431,Mayank Sharma,https://apps.apple.com/us/developer/mayank-sharma/id659880431?uo=4,,5.0,2,5.0,2
br.com.greenant.dashboard,Greenant,https://apps.apple.com/us/app/greenant/id1546927263?uo=4,Business,4+,20794368,11.0,2021-02-12T08:00:00Z,2021-02-12T22:51:50Z,0.41,0.0,USD,True,1508641803,GreenAnt,https://apps.apple.com/us/developer/greenant/id1508641803?uo=4,https://www.greenant.com.br/,0.0,0,0.0,0
com.covalia.ios.covotem.courbarilGate,Courbaril Gate,https://apps.apple.com/us/app/courbaril-gate/id1293272557?uo=4,Medical,17+,149580800,10.3,2018-03-16T09:41:13Z,2021-05-03T09:47:58Z,2.7.8,0.0,USD,True,881875093,Covalia,https://apps.apple.com/us/developer/covalia/id881875093?uo=4,http://covalia.com,0.0,0,0.0,0
com.genixgames.mazethief,Maze Thief: Pull Pin Puzzle,https://apps.apple.com/us/app/maze-thief-pull-pin-puzzle/id1537279589?uo=4,Games,9+,161284096,10.0,2020-11-18T08:00:00Z,2021-08-18T17:02:26Z,2021.4,0.0,USD,True,1081248114,Genix Lab,https://apps.apple.com/us/developer/genix-lab/id1081248114?uo=4,https://www.genix-lab.com,3.0,1,3.0,1
com.KFM.KFM,KFM 106.9,https://apps.apple.com/us/app/kfm-106-9/id1413117582?uo=4,Entertainment,17+,19396608,10.0,2018-07-29T21:35:39Z,2019-06-26T17:18:43Z,1.0.1,0.0,USD,True,1413117581,William Mark-Brown,https://apps.apple.com/us/developer/william-mark-brown/id1413117581?uo=4,http://kfm.co.nz,0.0,0,0.0,0
com.TerraDannemann.app,Terra Dannemann Video 360º,https://apps.apple.com/us/app/terra-dannemann-video-360%C2%BA/id1227234858?uo=4,Entertainment,17+,340243456,8.0,2017-04-18T16:25:48Z,2017-05-03T13:21:36Z,002,0.0,USD,True,1227234857,RODTAG,https://apps.apple.com/us/developer/rodtag/id1227234857?uo=4,https://www.dannemann.com/,0.0,0,0.0,0
zzz.TheBioFlame,TheBioFlame,https://apps.apple.com/us/app/thebioflame/id1095208970?uo=4,Utilities,4+,519168,8.4,2016-04-06T16:44:57Z,2016-04-06T16:44:57Z,1.0,0.0,USD,True,1088748217,ZHANG JUN FANG,https://apps.apple.com/us/developer/zhang-jun-fang/id1088748217?uo=4,,0.0,0,0.0,0
com.gamepixels.fight.for.life.survival.island,Fight for Life: Survival Island,https://apps.apple.com/us/app/fight-for-life-survival-island/id1204791923?uo=4,Games,4+,104320000,8.0,2017-02-17T06:34:13Z,2017-02-17T06:34:13Z,1.0,0.0,USD,True,1108873531,Waseem Ahmad,https://apps.apple.com/us/developer/waseem-ahmad/id1108873531?uo=4,,2.25,4,2.25,4
com.bigframes.crowdcrown,Crowd Crown,https://apps.apple.com/us/app/crowd-crown/id1496915596?uo=4,Games,4+,167310336,9.0,2020-01-29T08:00:00Z,2020-02-11T01:04:04Z,1.0.1,0.0,USD,True,1188597397,BIGFRAMES,https://apps.apple.com/us/developer/bigframes/id1188597397?uo=4,,1.0,1,1.0,1
com.alex.bible.hindi,Hindi Bible and Easy Search Bible word Free,https://apps.apple.com/us/app/hindi-bible-and-easy-search-bible-word-free/id1097374036?uo=4,Reference,4+,7416832,8.0,2016-04-08T04:24:00Z,2016-04-08T04:24:00Z,1.0,0.0,USD,True,920537278,Alex Appadurai,https://apps.apple.com/us/developer/alex-appadurai/id920537278?uo=4,,0.0,0,0.0,0
com.wareplaygames.unicornsjourney,Unicorn's Journey,https://apps.apple.com/us/app/unicorns-journey/id1534681970?uo=4,Games,4+,32679936,12.1,2020-10-06T07:00:00Z,2020-10-14T07:54:42Z,1.0.1,0.0,USD,True,1538616315,"WarePlay Games, Inc.",https://apps.apple.com/us/developer/wareplay-games-inc/id1538616315?uo=4,,5.0,3,5.0,3
com.kiwiwalks.witchspring.lan.en,WitchSpring,https://apps.apple.com/us/app/witchspring/id1047593494?uo=4,Games,9+,374862848,7.0,2015-10-17T12:33:13Z,2018-06-21T23:00:50Z,1.85,1.99,USD,False,903800968,SUYOUNG JANG,https://apps.apple.com/us/developer/suyoung-jang/id903800968?uo=4,http://www.kiwiwalks.com,4.57143,21,4.57143,21
net.pluservice.amatta,KYMA AMAT,https://apps.apple.com/us/app/kyma-amat/id1513127080?uo=4,Travel,4+,35803136,9.0,2020-08-08T07:00:00Z,2021-07-30T10:56:39Z,8.14.0,0.0,USD,True,423327572,Pluservice.net,https://apps.apple.com/us/developer/pluservice-net/id423327572?uo=4,,0.0,0,0.0,0
com.mobincube.ios.sc3IQ7TC,Malayalam News,https://apps.apple.com/us/app/malayalam-news/id1046448710?uo=4,News,4+,37452800,11.0,2015-10-15T07:00:26Z,2021-04-21T03:23:10Z,4.0,0.0,USD,True,989615697,Dilshen Raj,https://apps.apple.com/us/developer/dilshen-raj/id989615697?uo=4,,5.0,2,5.0,2
com.mobildiri.annesefkatianaokulu,Anne Şefkati Anaokulu,https://apps.apple.com/us/app/anne-%C5%9Fefkati-anaokulu/id1423579123?uo=4,Education,4+,38561792,10.0,2018-08-13T06:32:00Z,2018-09-03T19:45:22Z,9.5,0.0,USD,True,1029000018,Ayhan SARIMESE,https://apps.apple.com/us/developer/ayhan-sarimese/id1029000018?uo=4,http://uskudarannesefkatianaokulu.com/,0.0,0,0.0,0
com.onion.eats,Onion Eats,https://apps.apple.com/us/app/onion-eats/id1534465259?uo=4,Lifestyle,4+,38979584,12.0,2020-11-14T08:00:00Z,2021-03-26T16:06:52Z,1.0.6,0.0,USD,True,1534465261,Xunzhang Huang,https://apps.apple.com/us/developer/xunzhang-huang/id1534465261?uo=4,,4.5,8,4.5,8
Zindagi-Forever-Radio,Zindagi Forever Radio,https://apps.apple.com/us/app/zindagi-forever-radio/id1138430578?uo=4,Entertainment,17+,2298880,8.0,2016-09-02T05:06:46Z,2016-09-02T05:06:46Z,1.0,0.0,USD,True,965532495,Igor Dovbenko,https://apps.apple.com/us/developer/igor-dovbenko/id965532495?uo=4,,4.5,2,4.5,2
jp.co.imaginespark.modeapps.modenotes,MODE Notes,https://apps.apple.com/us/app/mode-notes/id1526935312?uo=4,Lifestyle,4+,5811200,13.0,2020-08-21T07:00:00Z,2020-10-26T22:06:31Z,1.3.1,0.0,USD,True,1517195068,ImagineSpark Inc.,https://apps.apple.com/us/developer/imaginespark-inc/id1517195068?uo=4,,0.0,0,0.0,0
com.exposure.0,Exposure Events,https://apps.apple.com/us/app/exposure-events/id790863924?uo=4,Sports,4+,136453120,12.0,2014-01-08T05:33:08Z,2021-10-11T23:47:11Z,5.10.2,0.0,USD,True,411294217,"Exposure Events, LLC",https://apps.apple.com/us/developer/exposure-events-llc/id411294217?uo=4,https://exposureevents.com,4.79319,7872,4.79319,7872
com.dinedoo.user,Dinedoo,https://apps.apple.com/us/app/dinedoo/id1324984207?uo=4,Business,4+,82839552,12.1,2018-02-13T22:42:42Z,2021-08-20T13:57:20Z,1.9,0.0,USD,True,1058408232,Casperon Technologies Pvt Ltd,https://apps.apple.com/us/developer/casperon-technologies-pvt-ltd/id1058408232?uo=4,,0.0,0,0.0,0
com.aoni.smacam,Smacam,https://apps.apple.com/us/app/smacam/id1074633547?uo=4,Photo & Video,17+,20836352,8.0,2016-02-02T01:08:41Z,2018-02-07T21:55:38Z,V1.2.6,0.0,USD,True,721412660,yingqi xie,https://apps.apple.com/us/developer/yingqi-xie/id721412660?uo=4,http://www.Smacam.com,0.0,0,0.0,0
cz.dine4fit.ios.Crystalite,Crystalite Bohemia,https://apps.apple.com/us/app/crystalite-bohemia/id1451280157?uo=4,Shopping,4+,10678272,12.0,2019-02-08T01:08:56Z,2021-08-11T16:45:34Z,1.0.3,0.0,USD,True,1103753827,"Dine4Fit, a.s.",https://apps.apple.com/us/developer/dine4fit-a-s/id1103753827?uo=4,https://www.crystalite.org,0.0,0,0.0,0
com.pamgoo.lateleusacal,The TV USA California,https://apps.apple.com/us/app/the-tv-usa-california/id435235249?uo=4,Utilities,4+,5576704,6.1,2011-10-26T20:38:09Z,2016-09-16T23:56:11Z,2.7,0.0,USD,True,980332487,Miguel Galera,https://apps.apple.com/us/developer/miguel-galera/id980332487?uo=4,,0.0,0,0.0,0
com.rapidaoapp,Rapidão APP,https://apps.apple.com/us/app/rapid%C3%A3o-app/id1462631150?uo=4,Shopping,12+,82138112,9.0,2019-05-26T16:27:33Z,2021-07-14T23:07:19Z,5.13.7,0.0,USD,True,1462631149,Rapidão APP,https://apps.apple.com/us/developer/rapid%C3%A3o-app/id1462631149?uo=4,,5.0,3,5.0,3
com.huyajun.DMXTTL,DMX-TTL,https://apps.apple.com/us/app/dmx-ttl/id1072008583?uo=4,Lifestyle,4+,2672640,7.0,2016-01-19T19:00:12Z,2016-01-19T19:00:12Z,1.0,0.0,USD,True,1046715253,guixing tan,https://apps.apple.com/us/developer/guixing-tan/id1046715253?uo=4,,0.0,0,0.0,0
gr.playstore.studio.ios5b1fcd47802b4,Di-VerZe HitZ,https://apps.apple.com/us/app/di-verze-hitz/id1421950061?uo=4,Music,4+,12551168,14.5,2018-08-06T22:30:00Z,2021-08-18T23:30:27Z,1.4.0,0.0,USD,True,1421136218,Rijoun Murphy,https://apps.apple.com/us/developer/rijoun-murphy/id1421136218?uo=4,http://diverzeent.com,4.72222,18,4.72222,18
com.solacesecure.UHCWorldWatch,UHC Global WorldWatch®,https://apps.apple.com/us/app/uhc-global-worldwatch/id1521988802?uo=4,Travel,4+,49241088,11.0,2021-02-04T08:00:00Z,2021-03-15T22:37:20Z,1.0.2,0.0,USD,True,989146447,Solace Global Limited,https://apps.apple.com/us/developer/solace-global-limited/id989146447?uo=4,https://uhcglobal.com/,0.0,0,0.0,0
ad.bsa.smarttpv,SmartTPV,https://apps.apple.com/us/app/smarttpv/id1038035018?uo=4,Business,4+,14623744,12.0,2015-10-13T02:02:07Z,2021-05-12T06:55:01Z,1.3,0.0,USD,True,540377474,"Redsys, Servicios de Procesamiento S.L.",https://apps.apple.com/us/developer/redsys-servicios-de-procesamiento-s-l/id540377474?uo=4,,0.0,0,0.0,0
com.gogoro.network,Gogoro Network,https://apps.apple.com/us/app/gogoro-network/id1463351156?uo=4,Utilities,4+,52713472,11.0,2019-08-10T03:33:10Z,2021-02-23T03:02:33Z,1.5.1,0.0,USD,True,927757128,Gogoro TAIWAN limited,https://apps.apple.com/us/developer/gogoro-taiwan-limited/id927757128?uo=4,,5.0,1,5.0,1
uz.softsaveservice.DutchRomanianDictionary,Dutch Romanian Dictionary,https://apps.apple.com/us/app/dutch-romanian-dictionary/id1512469023?uo=4,Education,4+,26780672,9.0,2020-05-09T07:00:00Z,2020-05-09T12:14:08Z,1.0,0.0,USD,True,1454498829,OOO Soft Save Serevice,https://apps.apple.com/us/developer/ooo-soft-save-serevice/id1454498829?uo=4,,0.0,0,0.0,0
com.delozoya.ControlSensor,Culmatic Control Sensor,https://apps.apple.com/us/app/culmatic-control-sensor/id1484256151?uo=4,Utilities,4+,41133056,8.0,2020-02-17T08:00:00Z,2020-02-18T13:51:16Z,1.1,0.0,USD,True,1337344347,David Lozoya,https://apps.apple.com/us/developer/david-lozoya/id1337344347?uo=4,,0.0,0,0.0,0
com.nistemo.felicity,Felicity - Finanzas personales,https://apps.apple.com/us/app/felicity-finanzas-personales/id1500141868?uo=4,Finance,4+,37176320,9.0,2020-11-27T08:00:00Z,2021-09-09T21:25:49Z,2.0.2,0.0,USD,True,1537988044,MUJER FINANCIERA S.A.S.,https://apps.apple.com/us/developer/mujer-financiera-s-a-s/id1537988044?uo=4,https://felicity.app/,5.0,1,5.0,1
com.dscreation.sms,Smart Manufacturing System,https://apps.apple.com/us/app/smart-manufacturing-system/id1573535041?uo=4,Utilities,4+,88442880,10.0,2021-06-25T07:00:00Z,2021-07-07T16:42:23Z,1.0.4,0.0,USD,True,600340754,D&S Creation Limited,https://apps.apple.com/us/developer/d-s-creation-limited/id600340754?uo=4,,0.0,0,0.0,0
com.ligrace21.Video-Greetings,Video Messages,https://apps.apple.com/us/app/video-messages/id1553394213?uo=4,Photo & Video,4+,122042368,14.1,2021-07-10T07:00:00Z,2021-07-15T20:48:29Z,2,0.0,USD,True,1438645123,Guoying Li,https://apps.apple.com/us/developer/guoying-li/id1438645123?uo=4,https://ligrace21.wordpress.com/,0.0,0,0.0,0
com.au.winkfit.gymtogreen,Gym to Green,https://apps.apple.com/us/app/gym-to-green/id1565482520?uo=4,Health & Fitness,4+,166246400,12.0,2021-05-01T07:00:00Z,2021-09-13T12:34:57Z,1.3,0.0,USD,True,1565482522,WinkFIT,https://apps.apple.com/us/developer/winkfit/id1565482522?uo=4,,0.0,0,0.0,0
autorun.fitness.Autorun-App,Autorun Fitness Next,https://apps.apple.com/us/app/autorun-fitness-next/id1551373977?uo=4,Business,4+,1522688,14.0,2021-02-01T08:00:00Z,2021-05-13T07:09:18Z,3.1.2,0.0,USD,True,1551373979,Autorun Fitness LLC,https://apps.apple.com/us/developer/autorun-fitness-llc/id1551373979?uo=4,https://autorun.fitness,0.0,0,0.0,0
